FROM_STATION,TO_STATION,FLOW
珠光站,大运站,32
珠光站,福田口岸站,122
珠光站,竹子林站,110
珠光站,福田站,275
珠光站,红山站,33
珠光站,科学馆站,104
珠光站,科苑站,835
珠光站,红岭站,38
珠光站,上梅林站,123
珠光站,高新园站,194
珠光站,香蜜站,25
珠光站,安托山站,94
珠光站,坂田站,241
珠光站,福民站,156
珠光站,少年宫站,100
珠光站,岗厦站,170
珠光站,坪洲站,244
珠光站,宝体站,69
珠光站,市民中心站,141
珠光站,益田站,172
珠光站,石厦站,272
珠光站,深湾站,6
珠光站,布吉站,110
珠光站,上塘站,85
珠光站,深圳湾公园站,94
珠光站,民治站,430
珠光站,怡景站,86
珠光站,民乐站,50
珠光站,布心站,25
珠光站,横岗站,38
珠光站,新安站,15
珠光站,蛇口港站,34
龙华站,沙尾站,573
龙华站,上沙站,275
龙华站,皇岗村站,149
龙华站,农林站,153
龙华站,桃源村站,93
龙华站,皇岗口岸站,210
龙华站,西丽湖站,59
龙华站,深云站,25
龙华站,茶光站,203
龙华站,华强路站,1535
龙华站,龙胜站,2470
龙华站,黄贝岭站,490
龙华站,红树湾南站,17
龙华站,红岭北站,494
龙华站,笋岗站,227
龙华站,赤尾站,272
龙华站,洪湖站,74
龙华站,华强南站,190
龙华站,黄木岗站,165
龙华站,八卦岭站,237
龙华站,下沙站,728
龙华站,文锦站,52
龙华站,梅景站,395
龙华站,香梅站,149
龙华站,人民南站,123
龙华站,向西村站,197
龙华站,下梅林站,316
龙华站,鹿丹村站,96
龙华站,松岗站,118
龙华站,马安山站,101
龙华站,梅村站,188
龙华站,孖岭站,172
龙华站,红岭南站,173
龙华站,沙井站,179
龙华站,后亭站,51
龙华站,泥岗站,247
龙华站,园岭站,533
龙华站,碧头站,57
龙华站,银湖站,114
龙华站,塘尾站,60
龙华站,水贝站,167
龙华站,深康站,27
龙华站,清湖站,5377
龙华站,深大站,853
龙华站,深圳北站,4417
龙华站,水湾站,173
龙华站,湾厦站,77
龙华站,爱联站,97
龙华站,田贝站,190
龙华站,燕南站,354
龙华站,登良站,269
龙华站,灵芝站,695
龙华站,留仙洞站,599
龙华站,海月站,131
龙华站,洪浪北站,485
龙华站,永湖站,70
龙华站,海上世界站,133
龙华站,机场东站,97
龙华站,新秀站,139
龙华站,晒布站,288
龙华站,桃园站,320
龙华站,景田站,538
龙华站,杨美站,476
龙华站,木棉湾站,119
龙华站,岗厦北站,470
龙华站,宝安中心站,327
龙华站,宝华站,156
龙华站,大学城站,704
龙华站,大剧院站,1047
龙华站,塘朗站,633
龙华站,通新岭站,298
龙华站,吉祥站,82
龙华站,塘坑站,161
龙华站,南联站,186
龙华站,双龙站,245
龙华站,大新站,340
龙华站,后海站,688
龙华站,莲花西站,255
龙华站,莲花村站,284
龙华站,翠竹站,331
龙华站,荷坳站,87
龙华站,老街站,1370
龙华站,莲花北站,1223
龙华站,翻身站,520
龙华站,红树湾站,53
龙华站,罗湖站,656
龙华站,白石龙站,1825
龙华站,百鸽笼站,259
龙华站,白石洲站,279
龙华站,华侨城站,145
龙华站,丹竹头站,266
龙华站,东角头站,121
龙华站,下水径站,295
龙华站,前海湾站,48
龙华站,侨城东站,289
龙华站,湖贝站,370
龙华站,华强北站,1225
龙华站,世界之窗站,333
龙华站,侨城北站,156
龙华站,六约站,131
龙华站,会展中心站,3031
龙华站,侨香站,213
龙华站,兴东站,575
龙华站,临海站,8
龙华站,华新站,680
龙华站,五和站,745
龙华站,上水径站,189
龙华站,国贸站,695
龙华站,固戍站,327
龙华站,后瑞站,132
龙华站,福永站,159
龙华站,南山站,580
龙华站,机场站,212
龙华站,碧海湾站,62
龙华站,宝安站,19
龙华站,桥头站,107
龙华站,机场北站,4
龙华站,香蜜湖站,177
龙华站,鲤鱼门站,153
龙华站,大芬站,194
龙华站,太安站,219
龙华站,大运站,112
龙华站,福田口岸站,2173
龙华站,竹子林站,516
龙华站,福田站,876
龙华站,红山站,1337
龙华站,科学馆站,901
龙华站,科苑站,631
龙华站,红岭站,245
龙华站,上梅林站,2769
龙华站,高新园站,1263
龙华站,香蜜站,33
龙华站,安托山站,52
龙华站,坂田站,483
龙华站,福民站,1187
龙华站,少年宫站,1822
龙华站,岗厦站,972
龙华站,坪洲站,398
龙华站,宝体站,165
龙华站,市民中心站,1199
龙华站,益田站,521
龙华站,石厦站,660
龙华站,深湾站,9
龙华站,布吉站,820
龙华站,上塘站,2310
龙华站,深圳湾公园站,255
龙华站,民治站,895
龙华站,怡景站,408
龙华站,民乐站,921
龙华站,布心站,124
龙华站,横岗站,250
龙华站,新安站,39
龙华站,蛇口港站,109
沙尾站,上沙站,636
沙尾站,皇岗村站,750
沙尾站,农林站,1397
沙尾站,桃源村站,480
沙尾站,皇岗口岸站,794
沙尾站,西丽湖站,242
沙尾站,深云站,217
沙尾站,茶光站,447
沙尾站,华强路站,95
沙尾站,龙胜站,562
沙尾站,黄贝岭站,333
沙尾站,红树湾南站,47
沙尾站,红岭北站,535
沙尾站,笋岗站,515
沙尾站,赤尾站,874
沙尾站,洪湖站,270
沙尾站,华强南站,1021
沙尾站,黄木岗站,400
沙尾站,八卦岭站,453
沙尾站,下沙站,1710
沙尾站,文锦站,31
沙尾站,梅景站,442
沙尾站,香梅站,326
沙尾站,人民南站,36
沙尾站,向西村站,62
沙尾站,下梅林站,337
沙尾站,鹿丹村站,41
沙尾站,松岗站,99
沙尾站,马安山站,86
沙尾站,梅村站,332
沙尾站,孖岭站,251
沙尾站,红岭南站,47
沙尾站,沙井站,166
沙尾站,后亭站,82
沙尾站,泥岗站,204
沙尾站,园岭站,265
沙尾站,碧头站,40
沙尾站,银湖站,62
沙尾站,塘尾站,77
沙尾站,水贝站,104
沙尾站,深康站,119
沙尾站,清湖站,735
沙尾站,深大站,692
沙尾站,深圳北站,771
沙尾站,水湾站,123
沙尾站,湾厦站,96
沙尾站,爱联站,82
沙尾站,田贝站,240
沙尾站,燕南站,226
沙尾站,登良站,217
沙尾站,灵芝站,379
沙尾站,留仙洞站,199
沙尾站,海月站,160
沙尾站,洪浪北站,273
沙尾站,永湖站,41
沙尾站,海上世界站,133
沙尾站,机场东站,39
沙尾站,新秀站,87
沙尾站,晒布站,202
沙尾站,桃园站,265
沙尾站,景田站,591
沙尾站,杨美站,148
沙尾站,木棉湾站,217
沙尾站,岗厦北站,197
沙尾站,宝安中心站,145
沙尾站,宝华站,67
沙尾站,大学城站,201
沙尾站,大剧院站,616
沙尾站,塘朗站,255
沙尾站,通新岭站,241
沙尾站,吉祥站,82
沙尾站,塘坑站,93
沙尾站,南联站,89
沙尾站,双龙站,134
沙尾站,大新站,238
沙尾站,后海站,664
沙尾站,莲花西站,69
沙尾站,莲花村站,270
沙尾站,翠竹站,197
沙尾站,荷坳站,64
沙尾站,老街站,705
沙尾站,莲花北站,288
沙尾站,翻身站,183
沙尾站,红树湾站,69
沙尾站,罗湖站,313
沙尾站,白石龙站,487
沙尾站,百鸽笼站,188
沙尾站,白石洲站,287
沙尾站,华侨城站,126
沙尾站,丹竹头站,321
沙尾站,东角头站,129
沙尾站,下水径站,154
沙尾站,前海湾站,30
沙尾站,侨城东站,190
沙尾站,湖贝站,243
沙尾站,华强北站,1895
沙尾站,世界之窗站,355
沙尾站,侨城北站,376
沙尾站,六约站,74
沙尾站,会展中心站,1075
沙尾站,侨香站,254
沙尾站,兴东站,320
沙尾站,临海站,6
沙尾站,华新站,664
沙尾站,五和站,469
沙尾站,上水径站,99
沙尾站,国贸站,312
沙尾站,固戍站,213
沙尾站,后瑞站,96
沙尾站,福永站,165
沙尾站,南山站,490
沙尾站,机场站,277
沙尾站,碧海湾站,288
沙尾站,宝安站,162
沙尾站,桥头站,134
沙尾站,香蜜湖站,168
沙尾站,鲤鱼门站,159
沙尾站,大芬站,209
沙尾站,太安站,339
沙尾站,大运站,88
沙尾站,福田口岸站,961
沙尾站,竹子林站,454
沙尾站,福田站,992
沙尾站,红山站,353
沙尾站,科学馆站,293
沙尾站,科苑站,430
沙尾站,红岭站,290
沙尾站,上梅林站,754
沙尾站,高新园站,934
沙尾站,香蜜站,60
沙尾站,安托山站,316
沙尾站,坂田站,253
沙尾站,福民站,1021
沙尾站,少年宫站,390
沙尾站,岗厦站,283
沙尾站,坪洲站,282
沙尾站,宝体站,62
沙尾站,市民中心站,604
沙尾站,益田站,171
沙尾站,石厦站,1266
沙尾站,深湾站,32
沙尾站,布吉站,350
沙尾站,上塘站,236
沙尾站,深圳湾公园站,487
沙尾站,民治站,357
沙尾站,怡景站,154
沙尾站,民乐站,443
沙尾站,布心站,115
沙尾站,横岗站,152
沙尾站,新安站,45
沙尾站,蛇口港站,93
上沙站,皇岗村站,516
上沙站,农林站,1164
上沙站,桃源村站,310
上沙站,皇岗口岸站,613
上沙站,西丽湖站,145
上沙站,深云站,131
上沙站,茶光站,466
上沙站,华强路站,167
上沙站,龙胜站,272
上沙站,黄贝岭站,202
上沙站,红树湾南站,43
上沙站,红岭北站,377
上沙站,笋岗站,422
上沙站,赤尾站,512
上沙站,洪湖站,131
上沙站,华强南站,740
上沙站,黄木岗站,256
上沙站,八卦岭站,479
上沙站,下沙站,526
上沙站,文锦站,17
上沙站,梅景站,321
上沙站,香梅站,336
上沙站,人民南站,33
上沙站,向西村站,40
上沙站,下梅林站,181
上沙站,鹿丹村站,19
上沙站,松岗站,70
上沙站,马安山站,72
上沙站,梅村站,200
上沙站,孖岭站,140
上沙站,红岭南站,39
上沙站,沙井站,102
上沙站,后亭站,38
上沙站,泥岗站,103
上沙站,园岭站,216
上沙站,碧头站,23
上沙站,银湖站,43
上沙站,塘尾站,61
上沙站,水贝站,82
上沙站,深康站,71
上沙站,清湖站,398
上沙站,深大站,920
上沙站,深圳北站,452
上沙站,水湾站,152
上沙站,湾厦站,88
上沙站,爱联站,55
上沙站,田贝站,188
上沙站,燕南站,149
上沙站,登良站,263
上沙站,灵芝站,208
上沙站,留仙洞站,117
上沙站,海月站,106
上沙站,洪浪北站,220
上沙站,永湖站,31
上沙站,海上世界站,97
上沙站,机场东站,54
上沙站,新秀站,51
上沙站,晒布站,113
上沙站,桃园站,232
上沙站,景田站,499
上沙站,杨美站,116
上沙站,木棉湾站,124
上沙站,岗厦北站,148
上沙站,宝安中心站,111
上沙站,宝华站,69
上沙站,大学城站,233
上沙站,大剧院站,582
上沙站,塘朗站,222
上沙站,通新岭站,146
上沙站,吉祥站,46
上沙站,塘坑站,61
上沙站,南联站,61
上沙站,双龙站,69
上沙站,大新站,163
上沙站,后海站,584
上沙站,莲花西站,79
上沙站,莲花村站,213
上沙站,翠竹站,143
上沙站,荷坳站,35
上沙站,老街站,524
上沙站,莲花北站,184
上沙站,翻身站,125
上沙站,红树湾站,29
上沙站,罗湖站,212
上沙站,白石龙站,247
上沙站,百鸽笼站,116
上沙站,白石洲站,232
上沙站,华侨城站,90
上沙站,丹竹头站,200
上沙站,东角头站,78
上沙站,下水径站,97
上沙站,前海湾站,25
上沙站,侨城东站,190
上沙站,湖贝站,151
上沙站,华强北站,1535
上沙站,世界之窗站,247
上沙站,侨城北站,387
上沙站,六约站,77
上沙站,会展中心站,1020
上沙站,侨香站,234
上沙站,兴东站,234
上沙站,临海站,5
上沙站,华新站,581
上沙站,五和站,388
上沙站,上水径站,53
上沙站,国贸站,285
上沙站,固戍站,138
上沙站,后瑞站,84
上沙站,福永站,154
上沙站,南山站,364
上沙站,机场站,135
上沙站,碧海湾站,268
上沙站,宝安站,150
上沙站,桥头站,95
上沙站,机场北站,2
上沙站,香蜜湖站,101
上沙站,鲤鱼门站,144
上沙站,大芬站,119
上沙站,太安站,210
上沙站,大运站,59
上沙站,福田口岸站,804
上沙站,竹子林站,339
上沙站,福田站,857
上沙站,红山站,157
上沙站,科学馆站,339
上沙站,科苑站,638
上沙站,红岭站,148
上沙站,上梅林站,622
上沙站,高新园站,1198
上沙站,香蜜站,30
上沙站,安托山站,326
上沙站,坂田站,197
上沙站,福民站,860
上沙站,少年宫站,285
上沙站,岗厦站,395
上沙站,坪洲站,205
上沙站,宝体站,46
上沙站,市民中心站,292
上沙站,益田站,294
上沙站,石厦站,1246
上沙站,深湾站,12
上沙站,布吉站,162
上沙站,上塘站,132
上沙站,深圳湾公园站,281
上沙站,民治站,294
上沙站,怡景站,101
上沙站,民乐站,291
上沙站,布心站,53
上沙站,横岗站,99
上沙站,新安站,53
上沙站,蛇口港站,60
皇岗村站,农林站,250
皇岗村站,桃源村站,105
皇岗村站,皇岗口岸站,679
皇岗村站,西丽湖站,39
皇岗村站,深云站,34
皇岗村站,茶光站,90
皇岗村站,华强路站,16
皇岗村站,龙胜站,114
皇岗村站,黄贝岭站,55
皇岗村站,红树湾南站,15
皇岗村站,红岭北站,175
皇岗村站,笋岗站,168
皇岗村站,赤尾站,369
皇岗村站,洪湖站,57
皇岗村站,华强南站,276
皇岗村站,黄木岗站,155
皇岗村站,八卦岭站,147
皇岗村站,下沙站,247
皇岗村站,文锦站,7
皇岗村站,梅景站,119
皇岗村站,香梅站,81
皇岗村站,人民南站,11
皇岗村站,向西村站,21
皇岗村站,下梅林站,48
皇岗村站,鹿丹村站,3
皇岗村站,松岗站,23
皇岗村站,马安山站,17
皇岗村站,梅村站,31
皇岗村站,孖岭站,13
皇岗村站,红岭南站,13
皇岗村站,沙井站,32
皇岗村站,后亭站,9
皇岗村站,泥岗站,34
皇岗村站,园岭站,58
皇岗村站,碧头站,3
皇岗村站,银湖站,22
皇岗村站,塘尾站,13
皇岗村站,水贝站,13
皇岗村站,深康站,15
皇岗村站,清湖站,122
皇岗村站,深大站,121
皇岗村站,深圳北站,150
皇岗村站,水湾站,23
皇岗村站,湾厦站,21
皇岗村站,爱联站,17
皇岗村站,田贝站,100
皇岗村站,燕南站,33
皇岗村站,登良站,49
皇岗村站,灵芝站,71
皇岗村站,留仙洞站,47
皇岗村站,海月站,52
皇岗村站,洪浪北站,31
皇岗村站,永湖站,7
皇岗村站,海上世界站,24
皇岗村站,机场东站,17
皇岗村站,新秀站,34
皇岗村站,晒布站,72
皇岗村站,桃园站,46
皇岗村站,景田站,92
皇岗村站,杨美站,29
皇岗村站,木棉湾站,49
皇岗村站,岗厦北站,20
皇岗村站,宝安中心站,27
皇岗村站,宝华站,11
皇岗村站,大学城站,50
皇岗村站,大剧院站,180
皇岗村站,塘朗站,35
皇岗村站,通新岭站,48
皇岗村站,吉祥站,14
皇岗村站,塘坑站,19
皇岗村站,南联站,6
皇岗村站,双龙站,24
皇岗村站,大新站,41
皇岗村站,后海站,141
皇岗村站,莲花西站,20
皇岗村站,莲花村站,49
皇岗村站,翠竹站,52
皇岗村站,荷坳站,15
皇岗村站,老街站,151
皇岗村站,莲花北站,57
皇岗村站,翻身站,42
皇岗村站,红树湾站,21
皇岗村站,罗湖站,67
皇岗村站,白石龙站,99
皇岗村站,百鸽笼站,52
皇岗村站,白石洲站,40
皇岗村站,华侨城站,17
皇岗村站,丹竹头站,54
皇岗村站,东角头站,31
皇岗村站,下水径站,59
皇岗村站,侨城东站,36
皇岗村站,湖贝站,61
皇岗村站,华强北站,536
皇岗村站,世界之窗站,68
皇岗村站,侨城北站,55
皇岗村站,六约站,27
皇岗村站,会展中心站,273
皇岗村站,侨香站,34
皇岗村站,兴东站,45
皇岗村站,华新站,224
皇岗村站,五和站,67
皇岗村站,上水径站,25
皇岗村站,国贸站,74
皇岗村站,固戍站,24
皇岗村站,后瑞站,7
皇岗村站,福永站,45
皇岗村站,南山站,130
皇岗村站,机场站,80
皇岗村站,碧海湾站,42
皇岗村站,宝安站,33
皇岗村站,桥头站,32
皇岗村站,香蜜湖站,23
皇岗村站,鲤鱼门站,18
皇岗村站,大芬站,39
皇岗村站,太安站,91
皇岗村站,大运站,13
皇岗村站,福田口岸站,689
皇岗村站,竹子林站,99
皇岗村站,福田站,178
皇岗村站,红山站,69
皇岗村站,科学馆站,40
皇岗村站,科苑站,86
皇岗村站,红岭站,86
皇岗村站,上梅林站,113
皇岗村站,高新园站,154
皇岗村站,香蜜站,12
皇岗村站,安托山站,50
皇岗村站,坂田站,29
皇岗村站,福民站,153
皇岗村站,少年宫站,114
皇岗村站,岗厦站,60
皇岗村站,坪洲站,32
皇岗村站,宝体站,12
皇岗村站,市民中心站,68
皇岗村站,益田站,94
皇岗村站,石厦站,137
皇岗村站,深湾站,7
皇岗村站,布吉站,78
皇岗村站,上塘站,57
皇岗村站,深圳湾公园站,103
皇岗村站,民治站,66
皇岗村站,怡景站,61
皇岗村站,民乐站,117
皇岗村站,布心站,38
皇岗村站,横岗站,28
皇岗村站,新安站,14
皇岗村站,蛇口港站,14
农林站,桃源村站,636
农林站,皇岗口岸站,179
农林站,西丽湖站,168
农林站,深云站,255
农林站,茶光站,243
农林站,华强路站,79
农林站,龙胜站,108
农林站,黄贝岭站,167
农林站,红树湾南站,6
农林站,红岭北站,223
农林站,笋岗站,180
农林站,赤尾站,346
农林站,洪湖站,99
农林站,华强南站,268
农林站,黄木岗站,250
农林站,八卦岭站,155
农林站,下沙站,638
农林站,文锦站,20
农林站,梅景站,335
农林站,香梅站,240
农林站,人民南站,26
农林站,向西村站,29
农林站,下梅林站,246
农林站,鹿丹村站,18
农林站,松岗站,36
农林站,马安山站,29
农林站,梅村站,168
农林站,孖岭站,99
农林站,红岭南站,23
农林站,沙井站,50
农林站,后亭站,15
农林站,泥岗站,72
农林站,园岭站,118
农林站,碧头站,10
农林站,银湖站,31
农林站,塘尾站,24
农林站,水贝站,20
农林站,深康站,554
农林站,清湖站,194
农林站,深大站,116
农林站,深圳北站,188
农林站,水湾站,72
农林站,湾厦站,54
农林站,爱联站,22
农林站,田贝站,113
农林站,燕南站,69
农林站,登良站,124
农林站,灵芝站,181
农林站,留仙洞站,137
农林站,海月站,90
农林站,洪浪北站,154
农林站,永湖站,11
农林站,海上世界站,43
农林站,机场东站,10
农林站,新秀站,63
农林站,晒布站,87
农林站,桃园站,59
农林站,景田站,400
农林站,杨美站,86
农林站,木棉湾站,78
农林站,岗厦北站,67
农林站,宝安中心站,38
农林站,宝华站,9
农林站,大学城站,205
农林站,大剧院站,209
农林站,塘朗站,210
农林站,通新岭站,120
农林站,吉祥站,10
农林站,塘坑站,32
农林站,南联站,11
农林站,双龙站,40
农林站,大新站,72
农林站,后海站,229
农林站,莲花西站,82
农林站,莲花村站,81
农林站,翠竹站,68
农林站,荷坳站,13
农林站,老街站,151
农林站,莲花北站,62
农林站,翻身站,90
农林站,红树湾站,50
农林站,罗湖站,95
农林站,白石龙站,113
农林站,百鸽笼站,124
农林站,白石洲站,79
农林站,华侨城站,45
农林站,丹竹头站,114
农林站,东角头站,71
农林站,下水径站,72
农林站,前海湾站,4
农林站,侨城东站,43
农林站,湖贝站,80
农林站,华强北站,329
农林站,世界之窗站,145
农林站,侨城北站,93
农林站,六约站,35
农林站,会展中心站,243
农林站,侨香站,146
农林站,兴东站,81
农林站,临海站,3
农林站,华新站,208
农林站,五和站,281
农林站,上水径站,58
农林站,国贸站,123
农林站,固戍站,55
农林站,后瑞站,26
农林站,福永站,45
农林站,南山站,195
农林站,机场站,66
农林站,碧海湾站,78
农林站,宝安站,36
农林站,桥头站,47
农林站,香蜜湖站,43
农林站,鲤鱼门站,21
农林站,大芬站,81
农林站,太安站,125
农林站,大运站,29
农林站,福田口岸站,223
农林站,竹子林站,27
农林站,福田站,182
农林站,红山站,58
农林站,科学馆站,141
农林站,科苑站,247
农林站,红岭站,90
农林站,上梅林站,220
农林站,高新园站,108
农林站,香蜜站,61
农林站,安托山站,478
农林站,坂田站,128
农林站,福民站,461
农林站,少年宫站,83
农林站,岗厦站,204
农林站,坪洲站,61
农林站,宝体站,22
农林站,市民中心站,70
农林站,益田站,267
农林站,石厦站,676
农林站,深湾站,16
农林站,布吉站,93
农林站,上塘站,87
农林站,深圳湾公园站,108
农林站,民治站,218
农林站,怡景站,97
农林站,民乐站,101
农林站,布心站,53
农林站,横岗站,45
农林站,新安站,9
农林站,蛇口港站,27
桃源村站,皇岗口岸站,103
桃源村站,西丽湖站,600
桃源村站,深云站,278
桃源村站,茶光站,638
桃源村站,华强路站,76
桃源村站,龙胜站,89
桃源村站,黄贝岭站,142
桃源村站,红树湾南站,5
桃源村站,红岭北站,93
桃源村站,笋岗站,62
桃源村站,赤尾站,122
桃源村站,洪湖站,35
桃源村站,华强南站,250
桃源村站,黄木岗站,96
桃源村站,八卦岭站,77
桃源村站,下沙站,416
桃源村站,文锦站,8
桃源村站,梅景站,73
桃源村站,香梅站,187
桃源村站,人民南站,14
桃源村站,向西村站,43
桃源村站,下梅林站,33
桃源村站,鹿丹村站,14
桃源村站,松岗站,24
桃源村站,马安山站,27
桃源村站,梅村站,18
桃源村站,孖岭站,48
桃源村站,红岭南站,29
桃源村站,沙井站,39
桃源村站,后亭站,23
桃源村站,泥岗站,22
桃源村站,园岭站,66
桃源村站,碧头站,6
桃源村站,银湖站,8
桃源村站,塘尾站,16
桃源村站,水贝站,13
桃源村站,深康站,88
桃源村站,清湖站,216
桃源村站,深大站,216
桃源村站,深圳北站,423
桃源村站,水湾站,173
桃源村站,湾厦站,65
桃源村站,爱联站,22
桃源村站,田贝站,68
桃源村站,燕南站,150
桃源村站,登良站,317
桃源村站,灵芝站,244
桃源村站,留仙洞站,319
桃源村站,海月站,133
桃源村站,洪浪北站,243
桃源村站,永湖站,12
桃源村站,海上世界站,98
桃源村站,机场东站,30
桃源村站,新秀站,56
桃源村站,晒布站,42
桃源村站,桃园站,154
桃源村站,景田站,222
桃源村站,杨美站,108
桃源村站,木棉湾站,23
桃源村站,岗厦北站,182
桃源村站,宝安中心站,93
桃源村站,宝华站,66
桃源村站,大学城站,396
桃源村站,大剧院站,352
桃源村站,塘朗站,347
桃源村站,通新岭站,71
桃源村站,吉祥站,21
桃源村站,塘坑站,18
桃源村站,南联站,21
桃源村站,双龙站,32
桃源村站,大新站,93
桃源村站,后海站,402
桃源村站,莲花西站,139
桃源村站,莲花村站,49
桃源村站,翠竹站,76
桃源村站,荷坳站,10
桃源村站,老街站,113
桃源村站,莲花北站,17
桃源村站,翻身站,183
桃源村站,红树湾站,68
桃源村站,罗湖站,110
桃源村站,白石龙站,36
桃源村站,百鸽笼站,20
桃源村站,白石洲站,56
桃源村站,华侨城站,53
桃源村站,丹竹头站,39
桃源村站,东角头站,98
桃源村站,下水径站,61
桃源村站,前海湾站,12
桃源村站,侨城东站,35
桃源村站,湖贝站,142
桃源村站,华强北站,430
桃源村站,世界之窗站,322
桃源村站,侨城北站,107
桃源村站,六约站,28
桃源村站,会展中心站,304
桃源村站,侨香站,147
桃源村站,兴东站,239
桃源村站,临海站,1
桃源村站,华新站,180
桃源村站,五和站,392
桃源村站,上水径站,38
桃源村站,国贸站,205
桃源村站,固戍站,118
桃源村站,后瑞站,49
桃源村站,福永站,44
桃源村站,南山站,185
桃源村站,机场站,66
桃源村站,碧海湾站,45
桃源村站,宝安站,14
桃源村站,桥头站,31
桃源村站,香蜜湖站,36
桃源村站,鲤鱼门站,65
桃源村站,大芬站,42
桃源村站,太安站,84
桃源村站,大运站,25
桃源村站,福田口岸站,200
桃源村站,竹子林站,139
桃源村站,福田站,378
桃源村站,红山站,35
桃源村站,科学馆站,191
桃源村站,科苑站,644
桃源村站,红岭站,60
桃源村站,上梅林站,134
桃源村站,高新园站,334
桃源村站,香蜜站,54
桃源村站,安托山站,150
桃源村站,坂田站,154
桃源村站,福民站,187
桃源村站,少年宫站,111
桃源村站,岗厦站,210
桃源村站,坪洲站,116
桃源村站,宝体站,31
桃源村站,市民中心站,210
桃源村站,益田站,181
桃源村站,石厦站,288
桃源村站,深湾站,2
桃源村站,布吉站,79
桃源村站,上塘站,37
桃源村站,深圳湾公园站,116
桃源村站,民治站,289
桃源村站,怡景站,50
桃源村站,民乐站,30
桃源村站,布心站,28
桃源村站,横岗站,19
桃源村站,新安站,29
桃源村站,蛇口港站,45
皇岗口岸站,西丽湖站,32
皇岗口岸站,深云站,32
皇岗口岸站,茶光站,50
皇岗口岸站,华强路站,18
皇岗口岸站,龙胜站,221
皇岗口岸站,黄贝岭站,200
皇岗口岸站,红树湾南站,4
皇岗口岸站,红岭北站,195
皇岗口岸站,笋岗站,223
皇岗口岸站,赤尾站,1094
皇岗口岸站,洪湖站,119
皇岗口岸站,华强南站,673
皇岗口岸站,黄木岗站,115
皇岗口岸站,八卦岭站,140
皇岗口岸站,下沙站,202
皇岗口岸站,文锦站,43
皇岗口岸站,梅景站,146
皇岗口岸站,香梅站,44
皇岗口岸站,人民南站,48
皇岗口岸站,向西村站,23
皇岗口岸站,下梅林站,91
皇岗口岸站,鹿丹村站,14
皇岗口岸站,松岗站,30
皇岗口岸站,马安山站,22
皇岗口岸站,梅村站,22
皇岗口岸站,孖岭站,29
皇岗口岸站,红岭南站,5
皇岗口岸站,沙井站,49
皇岗口岸站,后亭站,29
皇岗口岸站,泥岗站,71
皇岗口岸站,园岭站,59
皇岗口岸站,碧头站,28
皇岗口岸站,银湖站,50
皇岗口岸站,塘尾站,20
皇岗口岸站,水贝站,44
皇岗口岸站,深康站,17
皇岗口岸站,清湖站,236
皇岗口岸站,深大站,53
皇岗口岸站,深圳北站,407
皇岗口岸站,水湾站,18
皇岗口岸站,湾厦站,7
皇岗口岸站,爱联站,33
皇岗口岸站,田贝站,121
皇岗口岸站,燕南站,51
皇岗口岸站,登良站,24
皇岗口岸站,灵芝站,54
皇岗口岸站,留仙洞站,24
皇岗口岸站,海月站,56
皇岗口岸站,洪浪北站,48
皇岗口岸站,永湖站,11
皇岗口岸站,海上世界站,22
皇岗口岸站,机场东站,25
皇岗口岸站,新秀站,79
皇岗口岸站,晒布站,93
皇岗口岸站,桃园站,26
皇岗口岸站,景田站,131
皇岗口岸站,杨美站,56
皇岗口岸站,木棉湾站,107
皇岗口岸站,岗厦北站,12
皇岗口岸站,宝安中心站,12
皇岗口岸站,宝华站,6
皇岗口岸站,大学城站,26
皇岗口岸站,大剧院站,157
皇岗口岸站,塘朗站,29
皇岗口岸站,通新岭站,70
皇岗口岸站,吉祥站,24
皇岗口岸站,塘坑站,28
皇岗口岸站,南联站,26
皇岗口岸站,双龙站,50
皇岗口岸站,大新站,48
皇岗口岸站,后海站,76
皇岗口岸站,莲花西站,26
皇岗口岸站,莲花村站,27
皇岗口岸站,翠竹站,46
皇岗口岸站,荷坳站,21
皇岗口岸站,老街站,249
皇岗口岸站,莲花北站,132
皇岗口岸站,翻身站,27
皇岗口岸站,红树湾站,8
皇岗口岸站,罗湖站,194
皇岗口岸站,白石龙站,256
皇岗口岸站,百鸽笼站,90
皇岗口岸站,白石洲站,51
皇岗口岸站,华侨城站,25
皇岗口岸站,丹竹头站,150
皇岗口岸站,东角头站,21
皇岗口岸站,下水径站,140
皇岗口岸站,前海湾站,2
皇岗口岸站,侨城东站,33
皇岗口岸站,湖贝站,112
皇岗口岸站,华强北站,820
皇岗口岸站,世界之窗站,77
皇岗口岸站,侨城北站,21
皇岗口岸站,六约站,45
皇岗口岸站,会展中心站,452
皇岗口岸站,侨香站,47
皇岗口岸站,兴东站,46
皇岗口岸站,华新站,275
皇岗口岸站,五和站,92
皇岗口岸站,上水径站,37
皇岗口岸站,国贸站,124
皇岗口岸站,固戍站,47
皇岗口岸站,后瑞站,41
皇岗口岸站,福永站,49
皇岗口岸站,南山站,85
皇岗口岸站,机场站,112
皇岗口岸站,碧海湾站,65
皇岗口岸站,宝安站,15
皇岗口岸站,桥头站,36
皇岗口岸站,香蜜湖站,10
皇岗口岸站,鲤鱼门站,29
皇岗口岸站,大芬站,123
皇岗口岸站,太安站,178
皇岗口岸站,大运站,26
皇岗口岸站,福田口岸站,1055
皇岗口岸站,竹子林站,56
