FROM_STATION,TO_STATION,FLOW
临海站,晒布站,2
东角头站,燕南站,43
五和站,大剧院站,984
丹竹头站,少年宫站,359
世界之窗站,福民站,147
文锦站,笋岗站,82
南山站,东角头站,228
机场站,大芬站,99
向西村站,孖岭站,119
宝安站,兴东站,30
碧海湾站,后瑞站,11
桥头站,海月站,61
碧头站,上沙站,15
松岗站,龙城广场站,15
福永站,杨美站,46
人民南站,马安山站,2
桥头站,深康站,1
宝安站,华强北站,75
向西村站,园岭站,360
南山站,丹竹头站,192
碧头站,皇岗口岸站,16
机场站,安托山站,14
后亭站,香梅北站,4
松岗站,西丽湖站,11
碧海湾站,坂田站,38
福永站,民乐站,24
机场站,宝体站,28
福永站,民治站,154
南山站,五和站,529
向西村站,红岭南站,342
宝安站,华新站,42
松岗站,茶光站,11
桥头站,清湖站,87
碧海湾站,坪洲站,19
后亭站,香蜜湖站,10
人民南站,塘尾站,6
文锦站,深圳湾公园站,30
人民南站,桥头站,2
后亭站,香蜜站,1
机场站,宝华站,22
福永站,水湾站,173
文锦站,下沙站,50
南山站,会展中心站,385
桥头站,湾厦站,31
向西村站,鹿丹村站,284
碧海湾站,塘坑站,17
宝安站,南联站,3
沙井站,西丽站,118
松岗站,珠光站,26
碧头站,赤尾站,6
人民南站,福永站,8
宝安站,双龙站,5
碧头站,华强南站,2
桥头站,灵芝站,211
文锦站,香梅站,21
机场站,宝安中心站,81
向西村站,人民南站,441
后亭站,高新园站,138
碧海湾站,塘朗站,52
南山站,侨城东站,77
福永站,水贝站,21
松岗站,龙井站,15
沙井站,西乡站,52
机场北站,景田站,1
南山站,侨城北站,136
碧海湾站,大剧院站,185
后亭站,鲤鱼门站,29
沙井站,购物公园站,70
文锦站,梅景站,53
宝安站,吉祥站,3
福永站,永湖站,9
桥头站,燕南站,32
碧头站,黄木岗站,14
松岗站,桃源村站,10
机场站,少年宫站,14
桥头站,爱联站,8
碧头站,八卦岭站,2
机场站,岗厦北站,41
人民南站,机场站,26
向西村站,文锦站,115
文锦站,下梅林站,94
碧海湾站,大学城站,50
南山站,侨香站,58
后亭站,黄贝岭站,31
福永站,洪浪北站,137
宝安站,通新岭站,34
沙井站,赤湾站,10
松岗站,深云站,5
人民南站,碧海湾站,1
机场北站,机场东站,1
向西村站,碧头站,3
机场站,岗厦站,174
碧海湾站,大新站,146
沙井站,车公庙站,494
南山站,六约站,62
文锦站,梅村站,88
宝安站,后海站,1226
福永站,海上世界站,81
碧头站,红岭北站,9
桥头站,田贝站,16
后亭站,龙华站,24
松岗站,农林站,18
机场北站,杨美站,1
后亭站,龙城广场站,9
宝安站,后瑞站,3
文锦站,孖岭站,106
碧头站,笋岗站,13
碧海湾站,大芬站,44
南山站,兴东站,453
福永站,海月站,99
桥头站,留仙洞站,60
向西村站,松岗站,16
松岗站,上沙站,34
人民南站,宝安站,7
沙井站,长岭陂站,12
机场站,市民中心站,17
碧头站,洪湖站,1
机场北站,桃园站,1
向西村站,后亭站,5
后亭站,龙胜站,20
人民南站,南山站,16
南山站,前海湾站,96
福永站,深圳北站,488
文锦站,银湖站,79
碧海湾站,大运站,15
沙井站,长龙站,38
桥头站,登良站,96
机场站,布吉站,123
松岗站,沙尾站,47
宝安站,固戍站,18
文锦站,泥岗站,214
福永站,深大站,626
机场站,布心站,29
南山站,华侨城站,39
宝安站,国贸站,37
桥头站,白石洲站,89
向西村站,沙井站,8
碧头站,红树湾南站,24
后亭站,华强路站,45
沙井站,草埔站,24
碧海湾站,太安站,14
松岗站,皇岗村站,8
后亭站,西丽湖站,1
宝安站,坂田站,11
向西村站,马安山站,6
碧海湾站,安托山站,9
文锦站,园岭站,190
南山站,华强北站,342
松岗站,皇岗口岸站,13
机场站,怡景站,46
沙井站,香梅北站,15
福永站,深康站,4
桥头站,白石龙站,9
宝安站,坪洲站,7
机场北站,民治站,3
机场站,新安站,69
南山站,华新站,190
文锦站,红岭南站,159
福永站,清湖站,116
西丽湖站,红山站,14
茶光站,永湖站,4
龙胜站,翠竹站,142
华强路站,福民站,414
西丽湖站,燕南站,29
西丽湖站,爱联站,2
茶光站,洪浪北站,162
华强路站,福田口岸站,387
龙胜站,翻身站,171
香蜜湖站,机场站,20
华强路站,福田站,38
西丽湖站,田贝站,12
龙胜站,老街站,478
茶光站,海上世界站,30
香蜜湖站,碧海湾站,22
西丽湖站,留仙洞站,96
华强路站,科学馆站,796
龙胜站,荷坳站,34
茶光站,海月站,21
香蜜湖站,宝安站,13
西丽湖站,湾厦站,8
华强路站,益田站,100
茶光站,水湾站,39
龙胜站,红树湾站,15
香蜜湖站,桥头站,19
茶光站,水贝站,4
龙胜站,罗湖站,278
华强路站,石厦站,148
西丽湖站,灵芝站,94
香蜜湖站,福永站,15
茶光站,深圳北站,250
香蜜湖站,南山站,81
龙胜站,莲花北站,838
华强路站,科苑站,100
西丽湖站,登良站,62
华强路站,竹子林站,510
龙胜站,莲花村站,102
西丽湖站,白石洲站,12
茶光站,深大站,25
西丽湖站,白石龙站,13
龙胜站,莲花西站,117
华强路站,红山站,449
茶光站,深康站,25
茶光站,清湖站,124
龙胜站,蛇口港站,48
华强路站,红岭站,88
西丽湖站,百鸽笼站,14
车公庙站,香蜜湖站,270
高新园站,宝体站,1084
鲤鱼门站,坪洲站,482
龙华站,五和站,370
黄贝岭站,华新站,54
赤湾站,茶光站,3
香蜜站,新安站,9
西丽站,红岭南站,9
西乡站,深圳湾公园站,53
赤湾站,华强路站,8
西乡站,红树湾南站,8
购物公园站,皇岗村站,70
鲤鱼门站,国贸站,129
高新园站,太安站,90
车公庙站,草埔站,364
黄贝岭站,华侨城站,53
西丽站,泥岗站,47
香蜜站,布心站,6
龙华站,临海站,4
西乡站,深湾站,1
车公庙站,香梅北站,173
鲤鱼门站,坂田站,67
购物公园站,皇岗口岸站,90
香蜜站,怡景站,29
黄贝岭站,华强北站,1782
西丽站,园岭站,68
龙华站,丹竹头站,134
高新园站,安托山站,62
赤湾站,西丽湖站,3
龙华站,东角头站,60
黄贝岭站,兴东站,127
香蜜站,市民中心站,82
西丽站,孖岭站,44
鲤鱼门站,后瑞站,146
高新园站,大芬站,328
购物公园站,上沙站,446
赤湾站,龙城广场站,3
西乡站,笋岗站,11
车公庙站,长岭陂站,10
车公庙站,长龙站,317
高新园站,大运站,83
购物公园站,沙尾站,554
龙华站,湖贝站,179
鲤鱼门站,固戍站,362
西乡站,洪湖站,5
西丽站,银湖站,14
赤湾站,龙胜站,12
香蜜站,布吉站,18
黄贝岭站,前海湾站,20
西乡站,八卦岭站,9
车公庙站,赤湾站,48
龙华站,下水径站,150
香蜜站,岗厦北站,145
鲤鱼门站,通新岭站,20
黄贝岭站,侨香站,258
购物公园站,深云站,42
西丽站,下梅林站,63
高新园站,大学城站,168
赤湾站,黄贝岭站,19
西乡站,红岭北站,18
西丽站,梅村站,51
龙华站,世界之窗站,167
鲤鱼门站,后海站,301
高新园站,大新站,2621
购物公园站,农林站,121
黄贝岭站,六约站,159
香蜜站,岗厦站,16
赤湾站,龙华站,24
赤湾站,深云站,15
西丽站,文锦站,4
鲤鱼门站,大学城站,76
购物公园站,八卦岭站,128
龙华站,侨香站,99
黄贝岭站,通新岭站,19
车公庙站,黄贝岭站,757
高新园站,岗厦北站,78
龙城广场站,下水径站,96
西乡站,下梅林站,15
香蜜站,木棉湾站,16
赤湾站,桃源村站,10
龙城广场站,上水径站,45
黄贝岭站,吉祥站,102
购物公园站,黄木岗站,85
高新园站,少年宫站,114
龙华站,侨城北站,75
车公庙站,鲤鱼门站,331
鲤鱼门站,大剧院站,176
香蜜站,景田站,295
西乡站,梅景站,15
西丽站,向西村站,17
长岭陂站,购物公园站,4
赤湾站,龙井站,3
香蜜站,晒布站,7
西乡站,香梅站,7
长岭陂站,西乡站,27
龙华站,侨城东站,169
购物公园站,华强南站,24
黄贝岭站,双龙站,159
鲤鱼门站,塘朗站,141
龙城广场站,上梅林站,61
车公庙站,高新园站,870
高新园站,宝安中心站,1010
西丽站,人民南站,16
鲤鱼门站,塘坑站,21
赤湾站,珠光站,8
高新园站,宝华站,82
农林站,东角头站,40
高新园站,笋岗站,112
香蜜站,孖岭站,16
龙井站,大芬站,27
珠光站,市民中心站,73
桃源村站,后瑞站,28
龙华站,长岭陂站,84
深云站,六约站,83
农林站,世界之窗站,77
龙井站,大新站,11
珠光站,岗厦站,83
黄贝岭站,龙华站,242
龙华站,车公庙站,963
鲤鱼门站,农林站,7
桃源村站,后海站,185
高新园站,红岭北站,102
香蜜站,梅村站,26
深云站,侨香站,28
农林站,下水径站,36
桃源村站,通新岭站,36
龙井站,大学城站,70
高新园站,八卦岭站,61
香蜜站,下梅林站,42
珠光站,岗厦北站,91
龙华站,赤湾站,20
鲤鱼门站,深云站,86
香蜜站,梅景站,52
珠光站,少年宫站,52
龙华站,购物公园站,320
鲤鱼门站,桃源村站,26
农林站,上水径站,29
龙井站,大剧院站,86
高新园站,黄木岗站,28
黄贝岭站,鲤鱼门站,43
桃源村站,吉祥站,9
深云站,侨城北站,11
黄贝岭站,茶光站,39
农林站,五和站,141
龙华站,香蜜湖站,95
桃源村站,坪洲站,57
香蜜站,红岭南站,3
深云站,华新站,30
高新园站,深圳湾公园站,32
龙井站,宝体站,18
珠光站,新安站,6
高新园站,深湾站,1
桃源村站,坂田站,74
农林站,丹竹头站,58
黄贝岭站,西丽湖站,19
珠光站,怡景站,43
深云站,华强北站,46
香蜜站,园岭站,20
龙华站,香梅北站,33
鲤鱼门站,皇岗口岸站,13
龙井站,安托山站,34
农林站,临海站,1
高新园站,红树湾南站,2
龙井站,太安站,19
桃源村站,国贸站,104
黄贝岭站,华强路站,246
龙华站,草埔站,145
深云站,华侨城站,15
香蜜站,泥岗站,19
鲤鱼门站,皇岗村站,10
珠光站,布心站,12
深云站,前海湾站,6
黄贝岭站,龙胜站,230
农林站,湖贝站,42
珠光站,布吉站,58
龙华站,长龙站,201
香蜜站,银湖站,12
鲤鱼门站,沙尾站,77
桃源村站,固戍站,58
高新园站,洪湖站,31
龙井站,大运站,19
鲤鱼门站,机场北站,10
黄贝岭站,向西村站,1
农林站,少年宫站,37
龙城广场站,黄木岗站,18
龙华站,梅景站,192
西丽湖站,购物公园站,93
华强路站,鲤鱼门站,178
珠光站,福民站,85
上沙站,大剧院站,290
沙尾站,吉祥站,44
龙井站,燕南站,16
深云站,景田站,42
龙胜站,桃源村站,43
皇岗口岸站,上水径站,17
皇岗村站,侨城北站,29
桃源村站,永湖站,6
深云站,木棉湾站,6
龙胜站,深云站,12
鲤鱼门站,机场站,62
珠光站,福田口岸站,63
桃源村站,洪浪北站,116
龙华站,下梅林站,155
华强路站,黄贝岭站,274
皇岗村站,侨香站,15
龙城广场站,八卦岭站,40
沙尾站,通新岭站,125
上沙站,大学城站,125
皇岗口岸站,下水径站,63
农林站,岗厦北站,41
西丽湖站,赤湾站,9
龙井站,爱联站,16
皇岗村站,六约站,10
上沙站,大新站,95
桃源村站,海上世界站,45
西丽湖站,车公庙站,306
沙尾站,后海站,341
华强路站,龙华站,761
龙城广场站,红岭北站,66
农林站,岗厦站,96
龙胜站,农林站,45
龙华站,梅村站,76
皇岗口岸站,世界之窗站,39
珠光站,福田站,132
龙井站,田贝站,18
鲤鱼门站,碧海湾站,61
深云站,机场东站,4
黄贝岭站,碧头站,24
西丽湖站,长岭陂站,2
皇岗口岸站,东角头站,10
鲤鱼门站,宝安站,27
龙胜站,上沙站,140
黄贝岭站,松岗站,99
龙华站,孖岭站,86
皇岗村站,兴东站,22
华强路站,龙城广场站,86
龙城广场站,笋岗站,59
珠光站,科学馆站,53
沙尾站,后瑞站,50
农林站,市民中心站,40
上沙站,大芬站,68
桃源村站,海月站,62
深云站,杨美站,9
龙井站,留仙洞站,66
龙井站,湾厦站,6
桃源村站,水湾站,98
龙城广场站,赤尾站,22
皇岗口岸站,上塘站,65
农林站,宝华站,6
龙华站,下沙站,369
鲤鱼门站,桥头站,96
皇岗村站,会展中心站,127
西丽湖站,西丽站,541
沙尾站,南联站,40
龙胜站,珠光站,89
上沙站,塘坑站,39
深云站,新秀站,14
珠光站,益田站,82
华强路站,香蜜站,3
黄贝岭站,人民南站,5
下沙站,杨美站,82
红岭北站,龙城广场站,59
下梅林站,后瑞站,13
梅景站,大芬站,44
梅村站,兴东站,19
赤尾站,松岗站,28
赤尾站,后亭站,14
八卦岭站,沙尾站,222
下梅林站,固戍站,38
下沙站,桃园站,126
笋岗站,长龙站,288
红岭北站,龙胜站,286
黄木岗站,洪湖站,118
梅景站,大运站,19
华强南站,银湖站,28
梅村站,前海湾站,6
孖岭站,湖贝站,4
香梅站,布吉站,20
笋岗站,西丽站,72
华强南站,下沙站,99
黄木岗站,赤尾站,247
红岭北站,香蜜站,22
下沙站,新秀站,54
梅村站,会展中心站,117
下梅林站,南联站,20
孖岭站,上塘站,52
梅景站,塘坑站,25
八卦岭站,珠光站,41
香梅站,宝华站,6
赤尾站,鹿丹村站,2
红岭北站,香梅北站,34
梅景站,坂田站,79
下梅林站,华强北站,323
黄木岗站,皇岗口岸站,57
下沙站,怡景站,74
香梅站,安托山站,45
赤尾站,园岭站,67
梅村站,丹竹头站,58
八卦岭站,西丽湖站,21
华强南站,深湾站,3
八卦岭站,茶光站,40
赤尾站,红岭南站,13
下沙站,新安站,36
下梅林站,华新站,56
华强南站,深圳湾公园站,37
梅村站,五和站,51
梅景站,坪洲站,48
香梅站,宝体站,4
红岭北站,香蜜湖站,14
红岭北站,西丽站,91
下梅林站,会展中心站,145
华强南站,赤尾站,641
下沙站,宝华站,43
梅村站,上塘站,71
黄木岗站,珠光站,43
赤尾站,下沙站,160
八卦岭站,香蜜站,8
香梅站,塘坑站,10
梅景站,南联站,26
梅景站,双龙站,37
下梅林站,侨城东站,46
赤尾站,香梅站,51
下沙站,宝安中心站,93
梅村站,上梅林站,241
八卦岭站,高新园站,47
黄木岗站,龙井站,20
香梅站,塘朗站,26
红岭北站,西乡站,10
八卦岭站,鲤鱼门站,18
赤尾站,梅景站,84
红岭北站,购物公园站,252
华强南站,黄木岗站,245
香梅站,大剧院站,67
黄木岗站,桃源村站,53
下梅林站,侨城北站,70
梅村站,上水径站,21
下沙站,少年宫站,61
梅景站,吉祥站,14
赤尾站,下梅林站,65
梅景站,通新岭站,39
八卦岭站,黄贝岭站,133
下梅林站,侨香站,139
华强南站,八卦岭站,277
黄木岗站,深云站,36
梅村站,下水径站,25
下沙站,岗厦北站,108
红岭北站,赤湾站,7
香梅站,大学城站,26
下梅林站,六约站,30
下沙站,岗厦站,280
红岭北站,车公庙站,465
华强南站,红岭北站,302
梅景站,后海站,203
黄木岗站,农林站,116
梅村站,世界之窗站,58
赤尾站,梅村站,34
八卦岭站,龙华站,118
香梅站,大新站,27
红岭北站,长岭陂站,5
赤尾站,孖岭站,93
香梅站,大芬站,28
下梅林站,兴东站,28
黄木岗站,上沙站,133
下沙站,市民中心站,98
华强南站,笋岗站,394
梅村站,东角头站,34
八卦岭站,龙城广场站,50
梅景站,后瑞站,11
梅景站,固戍站,48
赤尾站,银湖站,23
红岭北站,长龙站,199
黄木岗站,沙尾站,196
华强南站,洪湖站,174
下沙站,布吉站,146
八卦岭站,龙胜站,118
香梅站,大运站,1
梅村站,湖贝站,54
下梅林站,前海湾站,6
梅村站,临海站,1
八卦岭站,华强路站,1
华强南站,红树湾南站,8
红岭北站,草埔站,75
赤尾站,泥岗站,151
黄木岗站,皇岗村站,76
下沙站,布心站,44
香梅站,太安站,36
下梅林站,华侨城站,17
梅景站,国贸站,24
银湖站,通新岭站,26
园岭站,下水径站,142
下梅林站,木棉湾站,51
梅村站,岗厦北站,78
笋岗站,八卦岭站,412
下沙站,福田口岸站,165
红岭北站,下梅林站,227
泥岗站,侨香站,56
八卦岭站,文锦站,17
洪湖站,深云站,7
孖岭站,大学城站,19
红树湾南站,黄贝岭站,17
黄木岗站,机场站,18
梅景站,洪浪北站,29
香梅站,爱联站,4
孖岭站,大剧院站,11
园岭站,上水径站,42
下沙站,福民站,233
八卦岭站,向西村站,48
下梅林站,景田站,438
笋岗站,黄木岗站,317
梅村站,少年宫站,80
红岭北站,梅景站,255
香梅站,燕南站,53
泥岗站,侨城北站,50
红树湾南站,鲤鱼门站,17
银湖站,香蜜站,4
向西村站,新秀站,2
后亭站,会展中心站,279
梅景站,鹿丹村站,82
下梅林站,下沙站,424
孖岭站,珠光站,25
梅村站,赤尾站,41
泥岗站,西丽站,39
沙井站,上塘站,17
香梅站,桥头站,21
文锦站,塘朗站,1
银湖站,西乡站,1
向西村站,宝安中心站,2
人民南站,晒布站,11
香梅站,人民南站,20
下梅林站,华强南站,73
梅景站,香梅站,457
下沙站,福永站,134
鹿丹村站,水贝站,20
松岗站,侨城东站,27
孖岭站,高新园站,122
碧头站,双龙站,29
梅村站,龙井站,9
后亭站,上梅林站,19
碧头站,吉祥站,4
下梅林站,黄木岗站,78
香梅站,向西村站,27
人民南站,景田站,119
文锦站,大剧院站,2
孖岭站,鲤鱼门站,37
银湖站,购物公园站,23
后亭站,上水径站,8
向西村站,少年宫站,32
松岗站,侨城北站,29
鹿丹村站,永湖站,11
梅村站,桃源村站,7
鹿丹村站,洪浪北站,1
碧头站,通新岭站,8
向西村站,岗厦北站,1
银湖站,赤湾站,1
梅景站,下梅林站,188
下沙站,机场站,134
香梅站,文锦站,59
人民南站,木棉湾站,9
孖岭站,黄贝岭站,32
下梅林站,八卦岭站,67
松岗站,侨香站,22
梅村站,深云站,9
后亭站,下水径站,9
香梅站,碧头站,3
文锦站,大新站,2
鹿丹村站,海上世界站,2
向西村站,岗厦站,3
下沙站,碧海湾站,314
梅村站,农林站,78
碧头站,后海站,137
银湖站,车公庙站,150
梅景站,梅村站,314
下梅林站,红岭北站,246
后亭站,世界之窗站,43
孖岭站,龙华站,86
松岗站,六约站,14
银湖站,长岭陂站,1
碧头站,后瑞站,7
香梅站,松岗站,8
向西村站,市民中心站,14
文锦站,大芬站,11
梅村站,上沙站,101
梅景站,孖岭站,385
下沙站,宝安站,176
下梅林站,笋岗站,84
松岗站,兴东站,104
人民南站,杨美站,8
鹿丹村站,海月站,6
孖岭站,龙城广场站,20
后亭站,东角头站,31
文锦站,大运站,6
香梅站,后亭站,4
人民南站,桃园站,1
梅景站,银湖站,121
鹿丹村站,深圳北站,62
下沙站,南山站,543
下梅林站,洪湖站,43
孖岭站,龙胜站,103
松岗站,前海湾站,72
梅村站,沙尾站,163
向西村站,布吉站,38
银湖站,长龙站,13
后亭站,湖贝站,15
碧头站,固戍站,32
鹿丹村站,深大站,3
后亭站,临海站,3
孖岭站,华强路站,11
梅景站,泥岗站,164
下梅林站,红树湾南站,21
碧头站,国贸站,20
文锦站,太安站,11
向西村站,布心站,2
梅村站,皇岗村站,18
香梅站,沙井站,29
银湖站,草埔站,16
松岗站,华侨城站,18
人民南站,横岗站,11
下梅林站,深湾站,7
文锦站,安托山站,1
向西村站,怡景站,4
鹿丹村站,深康站,1
香梅站,马安山站,8
梅景站,园岭站,275
梅村站,皇岗口岸站,10
松岗站,华强北站,80
孖岭站,西丽湖站,11
后亭站,丹竹头站,22
人民南站,民乐站,46
银湖站,香梅北站,10
碧头站,坂田站,17
银湖站,香蜜湖站,9
文锦站,宝体站,1
鹿丹村站,清湖站,41
孖岭站,茶光站,20
下梅林站,深圳湾公园站,169
梅景站,红岭南站,215
后亭站,五和站,67
碧头站,坪洲站,43
人民南站,民治站,37
香梅站,塘尾站,9
松岗站,华新站,38
碧头站,蛇口港站,11
沙井站,清湖站,126
马安山站,民治站,63
塘尾站,新安站,60
松岗站,红岭站,18
园岭站,塘尾站,19
后亭站,百鸽笼站,6
碧头站,莲花西站,10
后亭站,白石龙站,4
塘尾站,怡景站,12
红岭南站,园岭站,545
松岗站,红山站,10
沙井站,深康站,4
园岭站,马安山站,18
马安山站,民乐站,6
塘尾站,杨美站,13
沙井站,留仙洞站,97
松岗站,荷坳站,14
园岭站,宝安站,25
后亭站,科学馆站,37
马安山站,海月站,36
红岭南站,松岗站,13
后亭站,科苑站,94
沙井站,登良站,113
园岭站,南山站,125
塘尾站,桃园站,97
马安山站,深圳北站,279
田贝站,塘坑站,405
灵芝站,水湾站,95
燕南站,新秀站,340
深大站,西丽站,197
海月站,珠光站,42
白石洲站,上塘站,63
登良站,会展中心站,128
海上世界站,赤尾站,19
永湖站,鹿丹村站,14
爱联站,宝华站,9
水贝站,桥头站,5
灵芝站,永湖站,24
爱联站,少年宫站,111
留仙洞站,吉祥站,37
海月站,桃源村站,71
田贝站,大剧院站,375
深大站,购物公园站,592
深圳北站,鲤鱼门站,148
燕南站,景田站,497
登良站,侨城北站,184
湾厦站,燕南站,33
洪浪北站,梅景站,30
白石洲站,上水径站,17
海上世界站,黄木岗站,8
永湖站,向西村站,12
深圳北站,高新园站,481
登良站,侨城东站,64
深大站,西乡站,3202
洪浪北站,香梅站,26
海月站,龙井站,28
白石洲站,上梅林站,204
爱联站,宝安中心站,9
田贝站,塘朗站,34
灵芝站,水贝站,28
湾厦站,灵芝站,52
水贝站,福永站,21
永湖站,人民南站,2
留仙洞站,双龙站,60
燕南站,晒布站,18
水贝站,香蜜站,4
灵芝站,会展中心站,224
燕南站,上塘站,82
水湾站,珠光站,79
永湖站,西丽站,29
湾厦站,南联站,4
灵芝站,侨城东站,92
燕南站,上梅林站,125
水贝站,高新园站,72
水湾站,龙井站,36
永湖站,西乡站,9
湾厦站,双龙站,14
燕南站,世界之窗站,122
水贝站,龙华站,87
灵芝站,六约站,52
水湾站,农林站,32
湾厦站,后海站,449
永湖站,车公庙站,86
永湖站,长岭陂站,3
水湾站,上沙站,74
燕南站,东角头站,45
灵芝站,兴东站,1333
湾厦站,后瑞站,31
水贝站,龙城广场站,80
湾厦站,吉祥站,7
水贝站,鲤鱼门站,17
水湾站,桃源村站,75
燕南站,上水径站,139
灵芝站,侨城北站,71
永湖站,购物公园站,34
永湖站,赤湾站,1
灵芝站,侨香站,28
燕南站,下水径站,337
水湾站,深云站,19
水贝站,黄贝岭站,46
湾厦站,通新岭站,11
水贝站,西丽湖站,3
灵芝站,华强北站,133
燕南站,丹竹头站,63
永湖站,香梅北站,4
湾厦站,坂田站,26
水湾站,皇岗口岸站,7
水贝站,茶光站,4
燕南站,五和站,455
灵芝站,华新站,61
湾厦站,坪洲站,63
永湖站,香蜜湖站,13
水贝站,龙胜站,62
燕南站,湖贝站,615
永湖站,长龙站,69
灵芝站,前海湾站,82
湾厦站,固戍站,60
水湾站,沙尾站,54
水湾站,皇岗村站,10
永湖站,草埔站,131
水贝站,华强路站,102
灵芝站,华侨城站,48
湾厦站,国贸站,32
湾厦站,会展中心站,64
灵芝站,上塘站,133
水贝站,西丽站,40
水湾站,香蜜站,34
水湾站,高新园站,222
灵芝站,上梅林站,229
湾厦站,侨城东站,23
水贝站,西乡站,16
水湾站,鲤鱼门站,28
灵芝站,上水径站,181
水贝站,购物公园站,99
湾厦站,侨城北站,52
水湾站,黄贝岭站,110
湾厦站,侨香站,50
灵芝站,下水径站,143
水贝站,赤湾站,5
水湾站,龙华站,82
水贝站,车公庙站,134
灵芝站,世界之窗站,117
湾厦站,六约站,21
灵芝站,东角头站,57
湾厦站,兴东站,25
水贝站,长岭陂站,16
水湾站,龙城广场站,12
湾厦站,前海湾站,7
水贝站,长龙站,184
灵芝站,湖贝站,84
水湾站,龙胜站,77
水贝站,草埔站,262
湾厦站,华侨城站,36
水湾站,华强路站,67
灵芝站,临海站,36
灵芝站,丹竹头站,134
水湾站,西丽湖站,26
湾厦站,华强北站,89
水贝站,香梅北站,14
灵芝站,五和站,1027
水贝站,香蜜湖站,18
水湾站,茶光站,37
湾厦站,华新站,9
田贝站,上水径站,135
灵芝站,大剧院站,200
水贝站,黄木岗站,28
洪浪北站,鲤鱼门站,135
水湾站,梅景站,37
海上世界站,购物公园站,41
永湖站,桃源村站,6
湾厦站,少年宫站,15
燕南站,吉祥站,5
爱联站,侨城北站,7
爱联站,侨香站,36
田贝站,下水径站,491
洪浪北站,黄贝岭站,121
灵芝站,大学城站,935
海上世界站,赤湾站,124
水湾站,下梅林站,38
大新站,长龙站,66
大学城站,龙胜站,329
少年宫站,固戍站,97
塘朗站,洪湖站,24
塘坑站,银湖站,16
宝安中心站,大运站,31
岗厦北站,会展中心站,141
大剧院站,珠光站,159
大新站,西丽站,271
岗厦站,上塘站,285
塘朗站,赤尾站,24
宝安中心站,塘坑站,19
少年宫站,南联站,102
塘坑站,下沙站,44
大学城站,香蜜站,10
塘坑站,香梅站,9
少年宫站,双龙站,188
大新站,西乡站,824
岗厦站,上梅林站,427
宝安中心站,塘朗站,214
大剧院站,龙井站,83
宝华站,宝安中心站,190
塘朗站,华强南站,20
大学城站,高新园站,108
岗厦北站,侨城东站,13
塘朗站,黄木岗站,21
大学城站,鲤鱼门站,80
岗厦北站,侨城北站,68
大新站,购物公园站,557
少年宫站,吉祥站,115
大剧院站,桃源村站,178
宝安中心站,大剧院站,179
岗厦站,上水径站,65
塘坑站,梅景站,15
宝华站,少年宫站,4
塘朗站,红树湾南站,1
岗厦站,临海站,2
宝华站,布心站,4
岗厦北站,华侨城站,5
大新站,草埔站,70
少年宫站,国贸站,169
大剧院站,皇岗村站,93
塘坑站,泥岗站,23
宝安中心站,太安站,40
大学城站,华强路站,36
塘朗站,深湾站,2
大学城站,西丽湖站,14
大剧院站,皇岗口岸站,73
大新站,香梅北站,74
少年宫站,坂田站,187
岗厦站,丹竹头站,399
塘坑站,园岭站,81
岗厦北站,华强北站,739
宝华站,怡景站,22
宝安中心站,安托山站,9
少年宫站,坪洲站,142
大新站,香蜜湖站,151
岗厦站,五和站,244
宝安中心站,宝体站,698
岗厦北站,华新站,40
塘朗站,深圳湾公园站,26
大学城站,茶光站,83
塘坑站,红岭南站,20
宝华站,新安站,32
大剧院站,黄木岗站,107
少年宫站,大剧院站,196
大芬站,购物公园站,348
大新站,鲤鱼门站,562
大学城站,桃源村站,194
市民中心站,上水径站,61
宝安中心站,少年宫站,37
岗厦站,侨城北站,57
宝华站,景田站,25
塘坑站,向西村站,24
岗厦北站,吉祥站,15
塘朗站,梅景站,11
岗厦站,侨香站,54
大新站,黄贝岭站,144
大学城站,深云站,26
塘朗站,下梅林站,12
市民中心站,下水径站,95
大剧院站,八卦岭站,71
大芬站,赤湾站,11
岗厦北站,通新岭站,17
宝安中心站,岗厦北站,16
少年宫站,大学城站,52
塘坑站,文锦站,8
宝华站,木棉湾站,15
宝华站,新秀站,4
大剧院站,赤尾站,236
大芬站,西丽站,162
大学城站,珠光站,162
塘朗站,下沙站,73
市民中心站,上塘站,291
岗厦站,会展中心站,1052
宝安中心站,宝华站,179
少年宫站,塘坑站,116
大新站,香蜜站,28
岗厦北站,南联站,16
塘坑站,鹿丹村站,21
塘坑站,人民南站,3
大学城站,龙井站,71
市民中心站,上梅林站,501
岗厦站,侨城东站,312
大新站,高新园站,2783
大剧院站,华强南站,47
少年宫站,塘朗站,81
岗厦北站,双龙站,24
大芬站,西乡站,22
宝华站,晒布站,5
塘朗站,香梅站,14
岗厦站,前海湾站,4
宝安中心站,布吉站,115
大学城站,沙尾站,105
大芬站,长龙站,226
市民中心站,湖贝站,315
大剧院站,洪湖站,61
宝华站,桃园站,114
岗厦北站,固戍站,55
少年宫站,大运站,105
大新站,龙胜站,113
塘坑站,后亭站,9
塘朗站,银湖站,5
大芬站,草埔站,438
塘坑站,沙井站,22
岗厦站,华侨城站,127
少年宫站,太安站,78
大新站,华强路站,459
岗厦北站,国贸站,104
塘朗站,泥岗站,22
宝安中心站,布心站,22
大学城站,皇岗村站,23
宝华站,横岗站,21
大剧院站,红树湾南站,11
少年宫站,大新站,139
大新站,龙华站,176
