FROM_STATION,TO_STATION,FLOW
木棉湾站,布心站,118
岗厦站,红树湾南站,12
岗厦北站,泥岗站,52
景田站,横岗站,79
市民中心站,皇岗村站,34
新秀站,白石洲站,25
横岗站,临海站,2
机场东站,太安站,9
景田站,民乐站,191
机场东站,安托山站,5
木棉湾站,怡景站,182
市民中心站,皇岗口岸站,43
横岗站,丹竹头站,940
晒布站,深康站,15
新秀站,白石龙站,54
杨美站,坂田站,524
布心站,香梅北站,26
岗厦北站,园岭站,17
少年宫站,马安山站,45
桃园站,华强北站,26
布吉站,西丽湖站,22
岗厦站,深湾站,11
景田站,杨美站,66
新秀站,留仙洞站,8
杨美站,后瑞站,51
岗厦北站,孖岭站,23
桃园站,兴东站,174
晒布站,海月站,32
布吉站,龙城广场站,457
岗厦站,笋岗站,54
市民中心站,上沙站,141
布心站,长岭陂站,25
木棉湾站,市民中心站,52
横岗站,东角头站,17
少年宫站,松岗站,55
机场东站,大芬站,12
宝安中心站,宝安站,7
景田站,桃园站,183
新秀站,登良站,55
杨美站,固戍站,133
岗厦北站,银湖站,15
晒布站,深圳北站,246
岗厦站,洪湖站,30
布心站,长龙站,861
木棉湾站,布吉站,369
宝安中心站,南山站,398
布吉站,龙胜站,249
市民中心站,沙尾站,290
少年宫站,后亭站,24
桃园站,前海湾站,29
横岗站,湖贝站,56
机场东站,大运站,7
岗厦站,鹿丹村站,1
市民中心站,下沙站,112
布吉站,赤尾站,113
横岗站,南联站,997
新安站,西丽站,55
晒布站,益田站,323
景田站,湾厦站,85
民乐站,会展中心站,1377
机场东站,新秀站,8
怡景站,香蜜站,16
民治站,上塘站,206
岗厦北站,桥头站,40
桃园站,塘坑站,19
布心站,珠光站,13
杨美站,宝华站,48
木棉湾站,水湾站,29
新秀站,红树湾站,15
岗厦北站,机场北站,1
岗厦站,向西村站,7
民乐站,侨城北站,85
杨美站,少年宫站,113
布吉站,黄木岗站,127
民治站,上水径站,542
新安站,购物公园站,141
木棉湾站,永湖站,202
景田站,燕南站,550
桃园站,大剧院站,456
横岗站,吉祥站,922
布心站,桃源村站,15
机场东站,景田站,45
市民中心站,梅景站,92
晒布站,福民站,106
新秀站,翠竹站,13
怡景站,鲤鱼门站,27
木棉湾站,水贝站,332
布心站,龙井站,13
横岗站,双龙站,1512
新秀站,罗湖站,173
民乐站,侨城东站,71
布吉站,华强南站,140
怡景站,高新园站,120
市民中心站,香梅站,19
新安站,西乡站,448
杨美站,宝安中心站,113
景田站,灵芝站,116
民治站,上梅林站,501
桃园站,塘朗站,160
晒布站,石厦站,246
岗厦北站,福永站,43
机场东站,晒布站,12
岗厦站,人民南站,2
岗厦北站,向西村站,3
民乐站,上水径站,47
木棉湾站,景田站,93
新安站,南联站,6
布吉站,新秀站,164
市民中心站,水湾站,57
岗厦北站,益田站,137
太安站,下沙站,108
宝体站,珠光站,31
怡景站,塘坑站,116
岗厦站,湾厦站,63
安托山站,赤尾站,35
少年宫站,红树湾站,9
大芬站,桥头站,25
布心站,宝华站,7
大运站,鹿丹村站,12
大运站,人民南站,5
布心站,宝安中心站,32
太安站,香梅站,35
怡景站,塘朗站,198
岗厦北站,石厦站,217
宝体站,龙井站,19
布吉站,晒布站,720
岗厦站,灵芝站,171
少年宫站,罗湖站,129
安托山站,华强南站,36
新安站,双龙站,10
大芬站,福永站,38
市民中心站,水贝站,20
市民中心站,永湖站,14
太安站,梅景站,96
怡景站,大剧院站,681
少年宫站,翠竹站,327
布吉站,景田站,167
新安站,吉祥站,7
布心站,少年宫站,43
岗厦北站,福民站,93
岗厦站,燕南站,21
宝体站,桃源村站,17
大运站,向西村站,15
安托山站,黄木岗站,11
大运站,文锦站,4
太安站,下梅林站,91
布吉站,木棉湾站,378
少年宫站,翻身站,62
怡景站,大学城站,116
布心站,岗厦北站,134
大芬站,机场站,90
岗厦站,爱联站,93
岗厦北站,福田口岸站,97
市民中心站,洪浪北站,59
新安站,通新岭站,11
安托山站,八卦岭站,8
宝体站,深云站,6
大运站,碧头站,10
新安站,后海站,258
岗厦站,田贝站,152
大芬站,碧海湾站,32
岗厦北站,福田站,348
少年宫站,老街站,599
太安站,梅村站,45
布心站,岗厦站,110
怡景站,大新站,43
市民中心站,海上世界站,40
布吉站,机场东站,60
安托山站,红岭北站,26
宝体站,农林站,7
宝体站,上沙站,24
怡景站,大芬站,251
少年宫站,荷坳站,77
太安站,孖岭站,60
布心站,市民中心站,83
布吉站,杨美站,771
新安站,后瑞站,196
市民中心站,海月站,94
安托山站,笋岗站,18
岗厦北站,科学馆站,41
大运站,松岗站,13
岗厦站,留仙洞站,57
大芬站,宝安站,9
太安站,碧头站,4
新安站,大新站,272
怡景站,岗厦站,89
岗厦北站,老街站,64
市民中心站,田贝站,31
布吉站,海上世界站,38
岗厦站,福田站,94
安托山站,梅村站,11
布心站,机场东站,6
大运站,碧海湾站,10
宝体站,红岭北站,16
宝体站,八卦岭站,9
布心站,木棉湾站,121
布吉站,洪浪北站,214
岗厦北站,翻身站,30
新安站,大学城站,35
怡景站,岗厦北站,215
岗厦站,福田口岸站,494
太安站,文锦站,6
安托山站,下梅林站,21
市民中心站,爱联站,40
大运站,机场站,21
安托山站,银湖站,3
宝体站,洪湖站,5
市民中心站,登良站,85
布心站,桃园站,31
新安站,大运站,7
岗厦北站,莲花北站,72
布吉站,深圳北站,1705
怡景站,布吉站,893
岗厦站,科苑站,197
大运站,南山站,68
太安站,后亭站,7
安托山站,孖岭站,4
布心站,杨美站,227
布吉站,海月站,66
怡景站,市民中心站,141
岗厦站,科学馆站,994
市民中心站,留仙洞站,35
大运站,宝安站,5
岗厦北站,荷坳站,14
宝体站,笋岗站,19
太安站,松岗站,17
新安站,大芬站,10
布心站,新秀站,100
太安站,鹿丹村站,44
安托山站,下沙站,63
市民中心站,湾厦站,41
新安站,塘坑站,9
岗厦北站,红树湾站,33
岗厦站,益田站,103
怡景站,宝华站,22
布吉站,水湾站,70
大运站,桥头站,21
宝体站,赤尾站,6
宝体站,黄木岗站,2
布心站,景田站,94
新安站,大剧院站,114
岗厦站,福民站,284
布吉站,永湖站,233
市民中心站,燕南站,134
安托山站,梅景站,40
太安站,向西村站,24
岗厦北站,翠竹站,34
怡景站,少年宫站,58
宝体站,华强南站,3
布心站,晒布站,59
布吉站,水贝站,600
太安站,人民南站,45
岗厦站,石厦站,242
岗厦北站,罗湖站,81
市民中心站,灵芝站,121
怡景站,宝安中心站,57
安托山站,香梅站,47
新安站,塘朗站,35
大运站,福永站,15
坪洲站,文锦站,2
宝体站,木棉湾站,15
坂田站,机场站,124
大运站,福田口岸站,30
太安站,爱联站,56
大芬站,翻身站,56
安托山站,洪浪北站,28
安托山站,海上世界站,26
坂田站,碧海湾站,36
大运站,福田站,101
大芬站,老街站,1178
太安站,田贝站,318
宝体站,机场东站,552
坪洲站,碧头站,39
坂田站,宝安站,8
太安站,留仙洞站,79
大芬站,荷坳站,298
大运站,科学馆站,61
坪洲站,松岗站,101
安托山站,海月站,27
宝体站,杨美站,48
大运站,百鸽笼站,105
宝体站,新安站,286
大芬站,红岭站,257
太安站,清湖站,122
坂田站,塘尾站,34
安托山站,民治站,51
大新站,蛇口港站,28
宝体站,水贝站,3
太安站,石厦站,163
大运站,罗湖站,271
坪洲站,福永站,90
安托山站,灵芝站,34
太安站,福民站,177
大运站,翠竹站,205
安托山站,燕南站,23
宝体站,永湖站,5
安托山站,湾厦站,12
太安站,益田站,81
坪洲站,桥头站,66
宝体站,水湾站,26
大运站,红树湾站,1
大运站,蛇口港站,18
宝体站,清湖站,101
太安站,红岭站,76
安托山站,百鸽笼站,10
宝体站,深大站,1199
太安站,竹子林站,37
大运站,莲花村站,64
安托山站,白石洲站,40
宝体站,深康站,9
太安站,红山站,43
大运站,莲花西站,15
安托山站,白石龙站,11
坪洲站,宝安站,5
大运站,荷坳站,255
安托山站,留仙洞站,24
太安站,科学馆站,86
宝体站,海月站,32
太安站,科苑站,95
安托山站,登良站,42
宝体站,深圳北站,190
坪洲站,南山站,1066
大运站,莲花北站,9
宝体站,洪浪北站,360
太安站,福田口岸站,45
坪洲站,机场站,73
大运站,翻身站,22
安托山站,爱联站,3
坪洲站,碧海湾站,4
太安站,福田站,190
大运站,老街站,402
宝体站,海上世界站,21
安托山站,田贝站,9
宝体站,蛇口港站,19
宝体站,莲花西站,13
宝体站,莲花村站,9
宝体站,莲花北站,15
宝体站,罗湖站,107
宝体站,红树湾站,6
宝体站,荷坳站,5
宝体站,老街站,100
宝体站,翻身站,238
宝体站,翠竹站,23
宝华站,后海站,111
大剧院站,车公庙站,1296
少年宫站,世界之窗站,119
塘朗站,龙华站,310
塘坑站,农林站,14
宝安中心站,六约站,20
宝华站,通新岭站,3
少年宫站,下水径站,132
塘朗站,黄贝岭站,133
宝安中心站,侨香站,23
大剧院站,赤湾站,43
塘坑站,深云站,24
少年宫站,上水径站,73
宝安中心站,侨城北站,39
塘朗站,鲤鱼门站,121
大剧院站,购物公园站,1247
宝华站,吉祥站,10
塘坑站,桃源村站,7
塘坑站,龙井站,7
大剧院站,西乡站,242
少年宫站,上梅林站,728
塘朗站,高新园站,61
宝安中心站,侨城东站,77
宝华站,双龙站,19
塘坑站,珠光站,11
塘朗站,香蜜站,7
大剧院站,西丽站,236
宝安中心站,会展中心站,174
少年宫站,上塘站,447
宝华站,南联站,8
宝安中心站,华新站,11
少年宫站,五和站,481
宝华站,坪洲站,718
大剧院站,香蜜湖站,261
塘朗站,茶光站,106
塘坑站,皇岗口岸站,14
宝安中心站,华强北站,15
大剧院站,香梅北站,281
宝华站,坂田站,84
少年宫站,丹竹头站,354
塘朗站,西丽湖站,25
少年宫站,临海站,1
塘坑站,皇岗村站,8
大剧院站,草埔站,477
宝安中心站,华侨城站,70
塘朗站,华强路站,64
宝华站,国贸站,15
宝华站,固戍站,590
少年宫站,湖贝站,54
大剧院站,长龙站,1098
塘朗站,龙胜站,275
塘坑站,沙尾站,43
宝安中心站,前海湾站,42
宝华站,后瑞站,181
宝安中心站,兴东站,768
大剧院站,长岭陂站,31
少年宫站,东角头站,26
塘朗站,龙城广场站,25
塘坑站,上沙站,22
宝安中心站,上梅林站,42
塘坑站,高新园站,147
塘朗站,西乡站,288
宝华站,侨城东站,14
塘坑站,香蜜站,3
塘朗站,西丽站,1110
宝华站,会展中心站,32
宝安中心站,上塘站,51
塘朗站,赤湾站,8
宝安中心站,下水径站,46
科学馆站,鹿丹村站,1
蛇口港站,会展中心站,79
红岭站,香蜜站,20
翻身站,湾厦站,52
翠竹站,益田站,440
莲花村站,塘坑站,119
科苑站,下沙站,141
福田站,桥头站,294
竹子林站,赤尾站,48
老街站,水湾站,88
罗湖站,红树湾站,15
莲花西站,南联站,20
莲花北站,宝华站,8
荷坳站,新秀站,14
红山站,珠光站,13
科学馆站,人民南站,3
翻身站,灵芝站,863
红山站,龙井站,15
蛇口港站,侨城东站,22
荷坳站,晒布站,123
老街站,水贝站,256
科苑站,香梅站,55
莲花西站,双龙站,24
福田站,福永站,370
红岭站,高新园站,137
翠竹站,石厦站,303
莲花村站,塘朗站,38
莲花北站,宝安中心站,29
竹子林站,华强南站,17
蛇口港站,前海湾站,8
莲花西站,固戍站,58
老街站,深圳北站,686
红山站,沙尾站,176
红岭站,龙胜站,140
莲花村站,大运站,58
福田站,南山站,1509
莲花北站,布吉站,67
翠竹站,科苑站,98
罗湖站,莲花北站,98
竹子林站,洪湖站,24
翻身站,登良站,136
科苑站,银湖站,31
荷坳站,桃园站,23
科学馆站,后亭站,23
竹子林站,红树湾南站,7
莲花西站,国贸站,94
红岭站,华强路站,87
翠竹站,竹子林站,113
荷坳站,横岗站,952
罗湖站,莲花村站,86
莲花村站,太安站,68
科苑站,泥岗站,102
红山站,皇岗村站,35
莲花北站,布心站,25
老街站,深大站,328
科学馆站,沙井站,89
翻身站,白石洲站,129
蛇口港站,华侨城站,23
荷坳站,机场东站,9
科学馆站,碧头站,33
莲花西站,后海站,127
福田站,碧海湾站,727
莲花北站,岗厦站,180
红山站,农林站,31
罗湖站,老街站,5139
科苑站,梅村站,189
翠竹站,福田站,337
老街站,海上世界站,54
红岭站,龙华站,125
竹子林站,红岭北站,76
莲花村站,大新站,31
翻身站,田贝站,37
蛇口港站,六约站,23
蛇口港站,兴东站,22
竹子林站,笋岗站,55
福田站,宝安站,494
罗湖站,荷坳站,149
荷坳站,杨美站,80
莲花村站,大芬站,244
莲花北站,市民中心站,331
科苑站,孖岭站,78
翻身站,留仙洞站,617
翠竹站,科学馆站,253
老街站,海月站,61
红山站,上沙站,74
红岭站,龙城广场站,91
科学馆站,松岗站,55
莲花西站,后瑞站,22
蛇口港站,塘朗站,21
科苑站,福永站,429
莲花村站,晒布站,201
红岭站,华强南站,123
老街站,石厦站,702
红山站,香梅站,73
翻身站,罗湖站,86
莲花西站,宝安中心站,26
荷坳站,灵芝站,22
莲花北站,水贝站,15
竹子林站,人民南站,3
翻身站,红树湾站,2
荷坳站,湾厦站,2
莲花北站,水湾站,18
科苑站,桥头站,469
老街站,益田站,391
红岭站,赤尾站,116
红山站,下沙站,222
莲花村站,新秀站,16
莲花西站,宝华站,5
蛇口港站,塘坑站,17
竹子林站,鹿丹村站,7
竹子林站,红岭南站,2
莲花村站,新安站,11
红山站,深圳湾公园站,59
莲花北站,民治站,205
老街站,百鸽笼站,253
科苑站,塘尾站,161
翠竹站,蛇口港站,14
翻身站,红岭站,20
蛇口港站,坪洲站,39
荷坳站,清湖站,41
莲花西站,宝体站,13
荷坳站,海月站,6
翻身站,科学馆站,88
莲花西站,大芬站,82
莲花村站,市民中心站,15
翠竹站,荷坳站,135
竹子林站,孖岭站,86
红岭站,上沙站,69
莲花北站,杨美站,101
老街站,留仙洞站,55
科苑站,松岗站,152
红山站,笋岗站,35
科学馆站,宝安站,21
蛇口港站,后瑞站,23
科学馆站,南山站,184
莲花西站,大运站,19
莲花北站,桃园站,61
莲花村站,布吉站,187
翠竹站,莲花北站,65
荷坳站,深圳北站,167
老街站,登良站,107
竹子林站,银湖站,30
红岭站,沙尾站,148
蛇口港站,固戍站,44
红山站,洪湖站,8
翻身站,科苑站,375
科苑站,后亭站,88
红山站,红树湾南站,3
莲花西站,太安站,93
老街站,白石洲站,492
翻身站,竹子林站,71
翠竹站,莲花村站,315
蛇口港站,国贸站,45
红山站,上梅林站,895
福田口岸站,晒布站,84
白石洲站,高新园站,4147
竹子林站,侨城东站,225
益田站,石厦站,533
福田站,宝安中心站,111
科学馆站,塘朗站,54
田贝站,香梅站,21
福民站,水贝站,31
科苑站,双龙站,55
白石龙站,西乡站,51
登良站,龙井站,49
留仙洞站,华强南站,20
燕南站,福永站,32
爱联站,人民南站,8
福田站,少年宫站,244
爱联站,向西村站,27
益田站,福民站,81
白石龙站,购物公园站,337
红山站,上水径站,55
白石洲站,鲤鱼门站,326
石厦站,燕南站,130
留仙洞站,黄木岗站,23
福田口岸站,景田站,277
登良站,桃源村站,149
科学馆站,大剧院站,1133
田贝站,梅景站,72
科苑站,吉祥站,31
竹子林站,侨城北站,23
福民站,永湖站,14
爱联站,鹿丹村站,18
田贝站,下沙站,100
福田口岸站,新秀站,70
白石龙站,西丽站,218
竹子林站,会展中心站,584
科学馆站,塘坑站,161
红山站,上塘站,338
福民站,水湾站,33
白石洲站,香蜜站,43
留仙洞站,赤尾站,16
登良站,珠光站,98
燕南站,桥头站,36
福田站,宝华站,41
石厦站,湾厦站,33
科苑站,南联站,38
登良站,上沙站,121
福民站,海月站,67
田贝站,孖岭站,69
福田口岸站,杨美站,130
科苑站,后瑞站,157
福田站,市民中心站,134
科学馆站,大芬站,393
益田站,科学馆站,123
石厦站,留仙洞站,59
爱联站,松岗站,18
燕南站,宝安站,48
留仙洞站,笋岗站,23
红山站,东角头站,21
白石龙站,长岭陂站,35
白石洲站,龙城广场站,30
竹子林站,兴东站,37
爱联站,后亭站,4
白石洲站,龙胜站,113
科苑站,固戍站,752
益田站,科苑站,55
红山站,湖贝站,68
福民站,深圳北站,861
福田站,布吉站,342
燕南站,南山站,110
福田口岸站,桃园站,133
白石龙站,长龙站,68
科学馆站,大运站,79
留仙洞站,洪湖站,18
登良站,沙尾站,106
石厦站,登良站,58
田贝站,银湖站,37
竹子林站,前海湾站,26
爱联站,文锦站,9
登良站,深云站,23
益田站,福田口岸站,29
石厦站,爱联站,74
福田口岸站,木棉湾站,78
田贝站,下梅林站,92
科苑站,通新岭站,49
福田站,岗厦北站,350
白石洲站,黄贝岭站,141
竹子林站,侨香站,40
红山站,下水径站,61
燕南站,机场站,25
福民站,洪浪北站,53
科学馆站,大学城站,29
留仙洞站,八卦岭站,14
白石龙站,赤湾站,10
爱联站,碧头站,4
红山站,世界之窗站,58
白石洲站,龙华站,142
留仙洞站,红岭北站,24
福民站,海上世界站,32
科学馆站,大新站,263
科苑站,后海站,1039
石厦站,田贝站,128
益田站,福田站,992
白石龙站,车公庙站,1263
燕南站,碧海湾站,73
田贝站,梅村站,71
福田站,岗厦站,83
竹子林站,六约站,173
登良站,农林站,56
福田口岸站,机场东站,39
竹子林站,华新站,61
红山站,五和站,277
福田口岸站,民治站,362
白石龙站,香蜜湖站,100
科学馆站,宝体站,95
科苑站,坪洲站,1074
益田站,红岭站,331
福民站,清湖站,738
石厦站,百鸽笼站,108
田贝站,红岭南站,48
福田站,新安站,93
留仙洞站,深圳湾公园站,53
白石洲站,茶光站,13
爱联站,塘尾站,12
留仙洞站,红树湾南站,4
红山站,临海站,1
白石龙站,草埔站,49
田贝站,泥岗站,145
竹子林站,华侨城站,146
益田站,竹子林站,99
福田站,布心站,182
石厦站,白石洲站,148
科学馆站,太安站,77
白石洲站,华强路站,727
福民站,深大站,223
科苑站,国贸站,108
登良站,皇岗村站,26
爱联站,沙井站,30
福田口岸站,横岗站,55
田贝站,园岭站,81
竹子林站,华强北站,19
益田站,红山站,141
红山站,丹竹头站,47
福田口岸站,民乐站,963
福田站,怡景站,216
石厦站,白石龙站,310
科苑站,坂田站,202
白石龙站,香梅北站,51
科学馆站,安托山站,11
登良站,皇岗口岸站,8
白石洲站,西丽湖站,12
福民站,深康站,15
爱联站,马安山站,8
灵芝站,长龙站,222
后瑞站,安托山站,5
华侨城站,西丽湖站,14
双龙站,白石龙站,30
国贸站,华强北站,105
侨香站,马安山站,11
坂田站,临海站,6
南联站,竹子林站,48
固戍站,国贸站,214
华侨城站,华强路站,175
双龙站,白石洲站,44
通新岭站,横岗站,119
华强北站,草埔站,211
后海站,布心站,65
国贸站,华侨城站,94
吉祥站,深大站,39
六约站,泥岗站,21
侨香站,沙井站,45
后瑞站,太安站,17
兴东站,红树湾南站,10
六约站,红岭南站,41
坂田站,五和站,1271
固戍站,坪洲站,2196
后瑞站,宝体站,598
国贸站,华新站,229
后海站,新安站,255
吉祥站,清湖站,72
双龙站,百鸽笼站,97
南联站,红岭站,110
华侨城站,茶光站,10
通新岭站,民治站,65
华强北站,香蜜湖站,18
兴东站,深圳湾公园站,15
侨香站,塘尾站,15
南联站,红树湾站,1
吉祥站,湾厦站,5
侨香站,桥头站,18
通新岭站,水湾站,11
国贸站,南联站,147
后瑞站,宝华站,233
坪洲站,上塘站,89
双龙站,益田站,236
兴东站,下沙站,114
后海站,新秀站,137
坂田站,会展中心站,366
华强北站,香蜜站,207
华新站,西丽站,143
华侨城站,珠光站,17
六约站,鹿丹村站,20
前海湾站,赤尾站,5
固戍站,塘坑站,36
前海湾站,华强南站,1
坂田站,侨城东站,28
华强北站,高新园站,53
南联站,罗湖站,271
固戍站,塘朗站,276
通新岭站,水贝站,93
后瑞站,宝安中心站,858
后海站,晒布站,133
国贸站,双龙站,225
双龙站,石厦站,146
坪洲站,上梅林站,170
侨香站,福永站,21
华新站,西乡站,18
兴东站,香梅站,27
六约站,人民南站,10
吉祥站,灵芝站,39
华侨城站,龙井站,5
前海湾站,黄木岗站,7
通新岭站,永湖站,23
华侨城站,桃源村站,24
双龙站,福民站,64
国贸站,吉祥站,147
华新站,购物公园站,322
后海站,景田站,451
南联站,翠竹站,162
坪洲站,上水径站,38
固戍站,大剧院站,241
坂田站,侨城北站,65
兴东站,梅景站,36
华强北站,鲤鱼门站,25
吉祥站,燕南站,8
后瑞站,少年宫站,43
六约站,向西村站,37
六约站,文锦站,5
前海湾站,八卦岭站,2
华新站,赤湾站,3
通新岭站,洪浪北站,13
固戍站,大学城站,437
侨香站,机场站,28
兴东站,下梅林站,30
国贸站,通新岭站,133
坪洲站,下水径站,64
双龙站,福田口岸站,72
后海站,木棉湾站,212
华强北站,黄贝岭站,1712
南联站,翻身站,36
吉祥站,爱联站,585
后瑞站,岗厦北站,20
华侨城站,深云站,3
坂田站,侨香站,34
六约站,碧头站,15
华强北站,龙华站,610
坂田站,六约站,136
固戍站,大新站,1192
坪洲站,世界之窗站,295
国贸站,后海站,180
南联站,老街站,390
吉祥站,田贝站,166
华新站,车公庙站,275
后海站,机场东站,186
双龙站,福田站,186
后瑞站,岗厦站,103
华侨城站,农林站,24
侨香站,碧海湾站,30
兴东站,梅村站,20
前海湾站,红岭北站,2
通新岭站,海上世界站,8
前海湾站,笋岗站,5
侨香站,宝安站,15
南联站,荷坳站,348
坂田站,兴东站,566
通新岭站,海月站,33
后海站,杨美站,125
双龙站,科学馆站,205
国贸站,后瑞站,122
吉祥站,留仙洞站,28
华侨城站,上沙站,45
华强北站,龙城广场站,55
固戍站,大芬站,58
坪洲站,东角头站,112
后瑞站,市民中心站,41
华新站,长岭陂站,8
六约站,松岗站,10
兴东站,孖岭站,19
前海湾站,华强路站,6
兴东站,皇岗村站,23
通新岭站,布心站,27
吉祥站,横岗站,906
后海站,太安站,86
侨香站,泥岗站,60
双龙站,深大站,94
南联站,白石洲站,31
华侨城站,草埔站,22
固戍站,华侨城站,107
侨城北站,沙井站,36
后瑞站,国贸站,119
六约站,红树湾南站,12
前海湾站,龙胜站,19
后瑞站,固戍站,1212
后海站,大运站,75
侨香站,银湖站,27
通新岭站,布吉站,224
双龙站,深圳北站,603
车公庙站,深康站,105
西乡站,莲花西站,43
长岭陂站,民乐站,20
赤湾站,白石龙站,9
香梅北站,坂田站,20
草埔站,太安站,142
赤湾站,白石洲站,16
长龙站,布心站,841
车公庙站,深大站,737
购物公园站,竹子林站,616
香蜜湖站,华侨城站,43
香梅北站,国贸站,61
长岭陂站,横岗站,23
西乡站,莲花村站,9
香梅北站,固戍站,29
长岭陂站,桃园站,20
赤湾站,登良站,94
长龙站,布吉站,326
草埔站,大运站,252
购物公园站,科苑站,111
车公庙站,深圳北站,626
香蜜湖站,前海湾站,7
西乡站,莲花北站,25
赤湾站,留仙洞站,4
长龙站,市民中心站,112
草埔站,大芬站,474
购物公园站,科学馆站,589
车公庙站,海月站,284
长岭陂站,杨美站,95
香梅北站,后瑞站,10
香蜜湖站,兴东站,14
西乡站,荷坳站,13
草埔站,大新站,65
长龙站,岗厦站,143
车公庙站,海上世界站,97
香梅北站,后海站,151
西乡站,老街站,240
赤湾站,田贝站,3
香蜜湖站,六约站,19
购物公园站,福田站,147
长岭陂站,机场东站,14
长岭陂站,木棉湾站,30
长龙站,岗厦北站,192
购物公园站,福田口岸站,414
车公庙站,洪浪北站,461
西乡站,翻身站,493
香梅北站,通新岭站,80
草埔站,大学城站,92
香蜜湖站,侨香站,6
赤湾站,爱联站,6
长岭陂站,景田站,5
长龙站,少年宫站,97
购物公园站,福民站,472
草埔站,大剧院站,535
香蜜湖站,侨城北站,10
车公庙站,永湖站,94
西乡站,翠竹站,38
香梅北站,吉祥站,9
赤湾站,燕南站,8
车公庙站,民治站,804
购物公园站,百鸽笼站,171
长岭陂站,新安站,5
西乡站,红岭站,18
香梅北站,华新站,40
西丽站,蛇口港站,40
长龙站,宝体站,36
香蜜湖站,五和站,68
赤湾站,清湖站,18
草埔站,坪洲站,38
香梅北站,会展中心站,107
购物公园站,湾厦站,83
草埔站,南联站,243
车公庙站,新秀站,256
赤湾站,水湾站,238
长龙站,塘坑站,177
香蜜湖站,上塘站,88
西丽站,红树湾站,30
西乡站,益田站,53
长岭陂站,宝华站,14
长岭陂站,布吉站,70
购物公园站,登良站,130
长龙站,大运站,127
草埔站,固戍站,51
车公庙站,桃园站,711
西丽站,莲花北站,71
西乡站,科苑站,292
赤湾站,深圳北站,40
香蜜湖站,湖贝站,26
长岭陂站,市民中心站,7
香蜜湖站,东角头站,32
赤湾站,海月站,64
长龙站,大芬站,211
西丽站,荷坳站,72
香梅北站,兴东站,16
购物公园站,留仙洞站,61
西乡站,科学馆站,180
车公庙站,杨美站,282
草埔站,后瑞站,14
长岭陂站,怡景站,35
购物公园站,白石龙站,399
香蜜湖站,丹竹头站,47
草埔站,坂田站,238
香梅北站,华强北站,334
车公庙站,民乐站,869
西丽站,莲花西站,145
赤湾站,深康站,7
西乡站,红山站,53
长龙站,安托山站,8
西乡站,竹子林站,161
西丽站,莲花村站,38
赤湾站,深大站,19
草埔站,国贸站,523
购物公园站,白石洲站,821
长龙站,太安站,516
车公庙站,横岗站,336
长岭陂站,布心站,24
香梅北站,华侨城站,28
赤湾站,永湖站,2
草埔站,吉祥站,225
车公庙站,景田站,1175
长龙站,大剧院站,1181
购物公园站,燕南站,44
西丽站,翠竹站,63
香梅北站,侨城北站,89
长岭陂站,少年宫站,13
西乡站,福民站,43
香蜜湖站,上水径站,13
购物公园站,灵芝站,172
香蜜湖站,上梅林站,41
长龙站,塘朗站,187
车公庙站,晒布站,293
草埔站,双龙站,376
西乡站,石厦站,40
西丽站,罗湖站,128
长岭陂站,宝安中心站,29
香梅北站,侨城东站,15
赤湾站,水贝站,2
赤湾站,海上世界站,112
草埔站,后海站,155
香梅北站,六约站,17
车公庙站,机场东站,161
购物公园站,田贝站,189
香蜜湖站,世界之窗站,127
长龙站,大新站,53
西丽站,老街站,224
西乡站,福田站,76
长岭陂站,岗厦站,8
赤湾站,洪浪北站,2
长岭陂站,岗厦北站,2
车公庙站,木棉湾站,489
购物公园站,爱联站,147
香梅北站,侨香站,220
草埔站,通新岭站,181
草埔站,龙城广场站,224
黄贝岭站,杨美站,657
车公庙站,孖岭站,330
龙城广场站,大芬站,405
长龙站,上沙站,40
龙华站,市民中心站,603
高新园站,留仙洞站,129
香蜜站,科学馆站,12
鲤鱼门站,海月站,29
赤湾站,松岗站,13
西丽湖站,东角头站,32
龙胜站,后瑞站,49
购物公园站,宝安站,75
长龙站,沙尾站,77
购物公园站,南山站,354
香梅北站,长龙站,38
黄贝岭站,桃园站,115
鲤鱼门站,深圳北站,163
龙城广场站,大运站,484
龙华站,布吉站,394
香蜜站,科苑站,128
车公庙站,银湖站,124
草埔站,龙胜站,103
高新园站,登良站,244
龙胜站,固戍站,114
西丽湖站,湖贝站,17
长岭陂站,洪湖站,5
赤湾站,后亭站,1
华强路站,前海湾站,9
西丽站,车公庙站,1215
香蜜站,世界之窗站,96
西丽站,赤湾站,18
香蜜站,下水径站,7
香蜜站,湖贝站,50
西丽站,长龙站,383
西丽站,长岭陂站,100
香蜜站,东角头站,17
香蜜站,上塘站,11
香蜜站,上水径站,2
西丽站,购物公园站,250
香蜜站,上梅林站,34
西丽站,西乡站,455
西丽站,香梅北站,63
香蜜站,丹竹头站,13
西丽站,草埔站,118
香蜜站,临海站,1
西丽站,香蜜湖站,35
香蜜站,五和站,16
西乡站,香蜜站,12
香蜜站,南联站,6
西丽站,珠光站,728
购物公园站,西丽站,214
高新园站,会展中心站,768
鲤鱼门站,上塘站,32
西丽站,华强路站,84
香蜜站,华侨城站,20
西乡站,草埔站,22
高新园站,临海站,8
高新园站,湖贝站,140
西丽站,龙胜站,449
西乡站,长龙站,61
西乡站,长岭陂站,23
西丽站,龙城广场站,68
高新园站,东角头站,388
香蜜站,兴东站,5
